site_id,month_year,actual_kwh,expected_kwh,performance_ratio,deviation_pct,is_anomaly,iso_score,ae_score,prophet_score,severity_score,model_consensus,iso_flagged,ae_flagged,prophet_flagged,severity_label
Site_004,2025-04-01,41.0,2677.0,0.0153156518490847,-98.46843481509153,1.0,0.2780617380649705,0.588389,0.0,0.31716082908752996,2,1,1,0,MEDIUM
Site_024,2025-04-01,31.0,2243.0,0.0138207757467677,-98.61792242532324,1.0,0.25504303650631355,0.60474724,0.0,0.3136787471237733,1,0,1,0,MEDIUM
Site_003,2023-11-01,6605.0,7111.0,0.9288426381662214,-7.115736183377866,0.0,0.7120364420393519,0.08211716,0.0,0.3135555826238558,1,1,0,0,MEDIUM
Site_013,2025-12-01,1106.0,4477.0,0.2470404288586107,-75.29595711413893,1.0,0.6490504185309427,0.15195349,0.0,0.31280388692817757,2,1,1,0,MEDIUM
Site_003,2024-10-01,9577.0,9246.0,1.035799264546831,3.579926454683106,0.0,0.7545726914221492,0.023576288,0.0,0.3100807771191775,1,1,0,0,MEDIUM
Site_023,2022-07-01,4670.0,3500.0,1.3342857142857143,33.42857142857143,0.0,0.30659815042963534,0.019074403,0.710917252928902,0.30704461445955034,1,1,0,0,MEDIUM
Site_019,2025-03-01,3.0,2103.0,0.0014265335235378,-99.8573466476462,1.0,0.24533462516442017,0.5946275,0.0,0.3062534659782055,1,0,1,0,MEDIUM
Site_005,2025-03-01,3.0,2560.0,0.001171875,-99.8828125,1.0,0.24484146340876045,0.59518117,0.0,0.3062499908772676,1,0,1,0,MEDIUM
Site_013,2021-08-01,9229.0,9407.0,0.981077920697353,-1.8922079302646964,0.0,0.5682167068907583,0.22219124,0.0,0.3050536153033958,2,1,1,0,MEDIUM
Site_024,2025-03-01,10.0,2116.0,0.0047258979206049,-99.52741020793952,1.0,0.24374802448770905,0.5912038,0.0,0.3044205339289566,1,0,1,0,MEDIUM
Site_020,2025-07-01,795.0,2699.0,0.2945535383475361,-70.54464616524638,1.0,0.3364932673616092,0.48327172,0.0,0.3037423993127696,2,1,1,0,MEDIUM
Site_026,2025-12-01,1233.0,1537.0,0.8022121014964216,-19.77878985035784,0.0,0.1281595780026663,0.0017474584,1.0,0.3018754416206491,1,0,0,1,MEDIUM
